index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
fda7ced635516419190431549b53c717,2023-11-28T19:49:04Z,'hurricane',grist.org,en,0.9,Why tenants struggle more in the wake of hurricanes,New research shows how renters are more uniquely vulnerable to hurricanes than their homeowner counterparts.,http://grist.org/extreme-weather/renters-hit-the-worst-by-damage-from-hurricanes/,https://grist.org/wp-content/uploads/2023/11/WE-LEFT.jpg,http://web.archive.org/web/20231128223502/https://grist.org/extreme-weather/renters-hit-the-worst-by-damage-from-hurricanes/,"This story was supported by the Economic Hardship Reporting Project. 
When hurricanes hit, its easy to show the damage: downed power lines, uprooted trees and destroyed houses. But when those things… [+4227 chars]",,"Warum Mieter nach Hurrikanen mehr Probleme haben. Neue Forschungsergebnisse zeigen, dass Mieter in besonderem Maße anfälliger für Hurrikane sind als ihre Hausbesitzer.",Why tenants struggle more in the wake of hurricanes. New research shows how renters are more uniquely vulnerable to hurricanes than their homeowner counterparts.,Cur tenentes magis in casum turbinum niti. Nova investigatio ostendit quomodo renters magis unice vulnerari turbinibus sunt quam eorum possessoris versos.,2025-12-17 14:09:33+00:00
998871f538aef01f6859da6b5009634e,2023-11-30T17:32:55Z,veryUnusualAndNeverUsedKeyword,www.bostonglobe.com,en,0.9,Atlantic hurricane season is over. Here are 5 things that stood out.,"Atlantic hurricane season ends Thursday — and, like so many in recent years, was unusually active.",https://www.bostonglobe.com/2023/11/30/nation/atlantic-hurricane-season-is-over-here-are-5-things-that-stood-out/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/5pdNmiCch8tiN--gZqOwL3rrzQs=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/47HTFU7PONWIOEQGHGJZEWSQNQ.jpg,http://web.archive.org/web/20240301023332/https://www.bostonglobe.com/2023/11/30/nation/atlantic-hurricane-season-is-over-here-are-5-things-that-stood-out/,Perhaps one of the more surprising elements of the season was that it wound up being above average despite a burgeoning moderate to strong El Niño. El Niño begins as a warming of waters in the easter… [+4956 chars],,"Die Hurrikansaison im Atlantik ist vorbei. Hier sind 5 Dinge, die auffielen. Die Hurrikansaison im Atlantik endet am Donnerstag – und war, wie so viele in den letzten Jahren, ungewöhnlich aktiv.","Atlantic hurricane season is over. Here are 5 things that stood out.. Atlantic hurricane season ends Thursday — and, like so many in recent years, was unusually active.","Tempus Atlanticum est tempestatum. Hic sunt 5 res quae prominebant. . Atlanticus tempestatis tempus Iovis finit — et, sicut tot his annis, solito actuosa fuit.",2025-12-17 14:09:33+00:00
ad5721c942253501b68147dbef36dd5c,2023-11-30T19:46:06Z,'hurricane season',www.npr.org,en,0.9,An active 2023 hurricane season comes to a close,The Atlantic hurricane season ends today. The National Oceanic and Atmospheric Administration says more named storms formed in the Atlantic this year than any other El Niño year in the modern record.,https://www.npr.org/2023/11/30/1216057848/hurricane-season-atlantic-2023-end,https://media.npr.org/assets/img/2023/11/30/hurricane-arline_wide-b359ede5ca56362aadf6ac4cfc0927d3c1ef9f7e-s1400-c100.jpg,,"This GOES-East GeoColor satellite image taken June 2 shows Tropical Storm Arlene, the first named storm of the 2023 Atlantic hurricane season.
National Oceanic and Atmospheric Administration via AP… [+2257 chars]",,"Eine aktive Hurrikansaison 2023 geht zu Ende. Die Hurrikansaison im Atlantik endet heute. Die National Oceanic and Atmospheric Administration sagt, dass sich in diesem Jahr mehr benannte Stürme im Atlantik gebildet haben als in jedem anderen El-Niño-Jahr in der modernen Aufzeichnung.",An active 2023 hurricane season comes to a close. The Atlantic hurricane season ends today. The National Oceanic and Atmospheric Administration says more named storms formed in the Atlantic this year than any other El Niño year in the modern record.,2023 Tempus activae tempestatis ad finem venit. Tempestas tempestatis Atlantici hodie terminatur. National Oceanica et Atmosphaerica Administrationis tempestates in Atlantico hoc anno formatas plures nominatas dicit quam alius El Niño annus in recenti memoria.,2025-12-17 14:09:33+00:00
c3bf91ac29b79cd69911df33694685ca,2023-11-30T22:30:34Z,'hurricane season',abcnews.go.com,en,0.9,Hurricane season that saw storms from California to Nova Scotia ends Thursday,A busy Atlantic hurricane season is now coming to a close,https://abcnews.go.com/US/wireStory/hurricane-season-storms-california-nova-scotia-ends-thursday-105289321,https://i.abcnewsfe.com/a/7bf13632-371c-4307-a373-9d5f84201a7b/wirestory_85a6ccc63a28b1a76e35df171d7f82e6_16x9.jpg?w=992,http://web.archive.org/web/20231202033645/https://abcnews.go.com/US/wireStory/hurricane-season-storms-california-nova-scotia-ends-thursday-105289321,"FORT LAUDERDALE, Fla. -- A busy hurricane season that saw the National Hurricane Center in Miami issue the first-ever tropical storm warning for the coast of California and hurricane warnings as far … [+3291 chars]",,Die Hurrikansaison mit Stürmen von Kalifornien bis Nova Scotia endet am Donnerstag. Eine arbeitsreiche Hurrikansaison im Atlantik geht nun zu Ende,Hurricane season that saw storms from California to Nova Scotia ends Thursday. A busy Atlantic hurricane season is now coming to a close,Procellae temporum quae tempestates a California ad Novam Scotiam fines Iovis viderunt. Operosa Atlantici maris tempestatum iam appropinquat,2025-12-17 14:09:33+00:00
bc87c54258b082665c6be0784d70ac28,2023-11-30T23:45:01Z,'hurricane season',www.startribune.com,en,0.9,Hurricane season that saw storms from California to Nova Scotia ends Thursday,A busy hurricane season that saw the National Hurricane Center in Miami issue the first-ever tropical storm warning for the coast of California and hurricane warnings as far north as Nova Scotia is coming to a close Thursday night.,https://www.startribune.com/hurricane-season-that-saw-storms-from-california-to-nova-scotia-ends-thursday/600323538/,https://www.startribune.com/static/img/branding/logos/strib-social-card.png?d=1701293163,http://web.archive.org/web/20231202035708/https://www.startribune.com/hurricane-season-that-saw-storms-from-california-to-nova-scotia-ends-thursday/600323538/,"FORT LAUDERDALE, Fla. A busy hurricane season that saw the National Hurricane Center in Miami issue the first-ever tropical storm warning for the coast of California and hurricane warnings as far nor… [+3325 chars]",,"Die Hurrikansaison mit Stürmen von Kalifornien bis Nova Scotia endet am Donnerstag. Eine arbeitsreiche Hurrikansaison, in der das National Hurricane Center in Miami die erste Tropensturmwarnung für die Küste Kaliforniens und Hurrikanwarnungen bis nach Nova Scotia im Norden herausgab, geht am Donnerstagabend zu Ende.",Hurricane season that saw storms from California to Nova Scotia ends Thursday. A busy hurricane season that saw the National Hurricane Center in Miami issue the first-ever tropical storm warning for the coast of California and hurricane warnings as far north as Nova Scotia is coming to a close Thursday night.,"Procellae temporum quae tempestates a California ad Novam Scotiam fines Iovis viderunt. Tempus opportunum procellae quod National Hurricane Centrum in Miami vidit, contestatio tempestatis tropicae primaeva semper est ad oram Californiae et monita procellae ad septentrionem usque ad Novam Scotiam venienti ad proximam noctem Iovis.",2025-12-17 14:09:33+00:00
e7369af24b654e8abe8a856472c28e09,2023-11-02T06:04:26Z,'hurricane warning',www.juancole.com,en,0.7,"Goodbye Acapulco: 205 mph Winds destroy 80% of Infrastructure, do $18 bn of Damage in Climate Change Warning","Ann Arbor (Informed Comment) - Gaza City is not the only place that has been reduced to rubble in the past week. Dan Stillman at WaPo points out that Hurricane Otis hit Acapulco on October 25 with 205 mph winds, 'among the strongest ever measured.' Iván Cabre…",https://www.juancole.com/2023/11/acapulco-destroy-infrastructure.html,https://media.juancole.com/images/2023/11/goodbye-acapulco-205-mph-winds-d.jpg,http://web.archive.org/web/20231103011808/https://www.juancole.com/2023/11/acapulco-destroy-infrastructure.html,Ann Arbor (Informed Comment) – Gaza City is not the only place that has been reduced to rubble in the past week. Dan Stillman at WaPo points out that Hurricane Otis hit Acapulco on October 25 with 20… [+3992 chars],,"Auf Wiedersehen Acapulco: Windgeschwindigkeiten von 205 Meilen pro Stunde zerstören 80 % der Infrastruktur und verursachen 18 Milliarden US-Dollar Schaden in der Warnung vor dem Klimawandel. Ann Arbor (Informierter Kommentar) – Gaza-Stadt ist nicht der einzige Ort, der in der vergangenen Woche in Schutt und Asche gelegt wurde. Dan Stillman von WaPo weist darauf hin, dass Hurrikan Otis Acapulco am 25. Oktober mit Windgeschwindigkeiten von 205 Meilen pro Stunde traf, „einer der stärksten, die jemals gemessen wurden“. Iván Cabre…","Goodbye Acapulco: 205 mph Winds destroy 80% of Infrastructure, do $18 bn of Damage in Climate Change Warning. Ann Arbor (Informed Comment) - Gaza City is not the only place that has been reduced to rubble in the past week. Dan Stillman at WaPo points out that Hurricane Otis hit Acapulco on October 25 with 205 mph winds, 'among the strongest ever measured.' Iván Cabre…","Vale Acapulco: 205 mph Venti 80% infrastructure destruunt, $18 bn de Damno in Clima Mutatione Cave. Ann Arbor. Dan Stillman apud WaPo indicat Procellae Otis Acapulco die 25 Octobris cum 205 mph ventis percussum, 'inter firmissimas semper mensuras.' Iván Cabre…",2025-12-18 14:50:51+00:00
62bd0f6cff04c6941606802d4fda2533,2023-11-03T13:18:06Z,veryUnusualAndNeverUsedKeyword,biztoc.com,en,0.7,How a lake suddenly appeared in Death Valley,"Lakes have appeared in the driest place in North America, California's Death Valley, and while they are disappearing quickly, their formation is extremely rare. In August, California was battered with rainfall as a result of Hurricane Hilary. Although the sto…",https://biztoc.com/x/17fa8a1674f306db,https://c.biztoc.com/p/17fa8a1674f306db/s.webp,http://web.archive.org/web/20231112181333/https://biztoc.com/x/17fa8a1674f306db,"Lakes have appeared in the driest place in North America, California's Death Valley, and while they are disappearing quickly, their formation is extremely rare.In August, California was battered with… [+276 chars]",,"Wie plötzlich ein See im Death Valley auftauchte. Am trockensten Ort Nordamerikas, dem kalifornischen Death Valley, sind Seen entstanden, und obwohl sie schnell verschwinden, ist ihre Entstehung äußerst selten. Im August wurde Kalifornien infolge des Hurrikans Hilary von Regenfällen heimgesucht. Obwohl die sto…","How a lake suddenly appeared in Death Valley. Lakes have appeared in the driest place in North America, California's Death Valley, and while they are disappearing quickly, their formation is extremely rare. In August, California was battered with rainfall as a result of Hurricane Hilary. Although the sto…","Qualiter lacus Mortis Vallis subito apparuit. Lacus in calidissimo loco in America Septentrionali, in valle mortis Californiae, et dum cito evanescunt, apparuerunt, eorum formatio rarissima est. Mense Augusto, California imbribus pulsata est ex Hurricane Hilarii. Etsi sto…",2025-12-18 14:50:51+00:00
6fd3364ed6534bb3bcbc32b4a6aaabd2,2023-11-04T18:43:37Z,'hurricane',freerepublic.com,en,0.7,"Dan Gordon, Writer of ‘The Hurricane’ and ‘Wyatt Earp,’ Resigns from WGA Over Silence on Israel","Dan Gordon, the screenwriter of “The Hurricane” and “Wyatt Earp,” resigned from the Writers Guild of America on Tuesday over the guild’s silence on the Hamas attacks on Israel. A 56-year member of the union, Gordon is also a veteran of the Israel Defense Forc…",https://freerepublic.com/focus/f-news/4194487/posts,,http://web.archive.org/web/20231104233701/https://freerepublic.com/focus/f-news/4194487/posts,"Skip to comments.
Dan Gordon, Writer of The Hurricane and Wyatt Earp, Resigns from WGA Over Silence on IsraelVariety ^
 | Gene Maddaus
Posted on 11/04/2023 11:43:37 AM PDT by nickcarraway
Dan Gor… [+6046 chars]",,"Dan Gordon, Autor von „The Hurricane“ und „Wyatt Earp“, tritt wegen Schweigens über Israel aus der WGA zurück. Dan Gordon, der Drehbuchautor von „The Hurricane“ und „Wyatt Earp“, ist am Dienstag aus der Writers Guild of America ausgetreten, weil die Gilde zu den Hamas-Angriffen auf Israel geschwiegen hat. Gordon ist seit 56 Jahren Mitglied der Gewerkschaft und auch ein Veteran der israelischen Verteidigungsstreitkräfte.","Dan Gordon, Writer of ‘The Hurricane’ and ‘Wyatt Earp,’ Resigns from WGA Over Silence on Israel. Dan Gordon, the screenwriter of “The Hurricane” and “Wyatt Earp,” resigned from the Writers Guild of America on Tuesday over the guild’s silence on the Hamas attacks on Israel. A 56-year member of the union, Gordon is also a veteran of the Israel Defense Forc…","Dan Gordon, Scriptor of 'Hurricane' et 'Wyatt Earp,' Renuntiationes de WGA Over Silentii de Israel. Dan Gordon, screenscriptoris ""Hurricane"" et ""Wyatt Earp"", renuntiavit scriptoribus Guild Americae die Martis de silentio in gildi Hamas impetus in Israel. A 56-annus membrum unionis, Gordon etiam veteranus defensionis Forc Israelis est.",2025-12-18 14:50:51+00:00
a433d974d5a8065401b144ce3bbeca49,2023-11-06T05:00:00Z,'hurricane',encyclopedia.thefreedictionary.com,en,0.7,First Flight of the Hawker Hurricane (1935),"First tested in 1935, the Hawker Hurricane was a British single-seat fighter aircraft powered by a newly designed Rolls-Royce engine. Together with the Spitfire, the Hurricane enabled the Royal Air Force (RAF) to win the Battle of Britain of 1940, accounting …",https://encyclopedia.thefreedictionary.com/Hawker+Hurricane,http://img.tfd.com/TFDlogo1200x1200.png,http://web.archive.org/web/20041118212501/http://encyclopedia.thefreedictionary.com:80/Hawker%20Hurricane,The Hawker Hurricane is a British single-seat fighter aircraft that was designed and predominantly built by Hawker Aircraft Ltd for the Royal Air Force (RAF). Although largely overshadowed by the Sup… [+74999 chars],,"Erstflug der Hawker Hurricane (1935). Die erstmals 1935 getestete Hawker Hurricane war ein britisches einsitziges Kampfflugzeug, das von einem neu entwickelten Rolls-Royce-Triebwerk angetrieben wurde. Zusammen mit der Spitfire ermöglichte die Hurricane der Royal Air Force (RAF), die Luftschlacht um England im Jahr 1940 zu gewinnen.","First Flight of the Hawker Hurricane (1935). First tested in 1935, the Hawker Hurricane was a British single-seat fighter aircraft powered by a newly designed Rolls-Royce engine. Together with the Spitfire, the Hurricane enabled the Royal Air Force (RAF) to win the Battle of Britain of 1940, accounting …","Primo de fuga Hawker Hurricane (1935). Primum anno 1935 probatum, Hawker Procellae aircraft machinator singularis-sedis Britannicae potens est a machinatione Rolls-Royce nuper disposito. Una cum Spitfire Procellae effecit Regium Air Force (RAF) ut Proelium Britanniae anni 1940 vinceret, ratione ...",2025-12-18 14:50:51+00:00
2bf719ff64a9e371d63c8f68f5c98c57,2023-11-13T11:00:02Z,'hurricane',www.latimes.com,en,0.7,"No fun in Acapulco: Smashed buildings, overturned boats and broken lives in wake of Hurricane Otis","Losses are estimated at $15 billion in Acapulco, the storied Mexican beach town that had fallen on harder times even before Hurricane Otis struck.",https://www.latimes.com/world-nation/story/2023-11-13/acapulco-fabled-beach-town-a-wreck-in-aftermath-of-otis,https://ca-times.brightspotcdn.com/dims4/default/c25181d/2147483647/strip/true/crop/4032x2117+0+454/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F8c%2Fb0%2F10194bbd4778b057acf7f416ad80%2Ffg-acapulco-hurricane-otis-012.jpg,http://web.archive.org/web/20231113220948/https://www.latimes.com/world-nation/story/2023-11-13/acapulco-fabled-beach-town-a-wreck-in-aftermath-of-otis,"ACAPULCO  Acapulcos iconic cliff divers are ready to resume daily shows, but there are no spectators to witness their death-defying leaps from the craggy heights of La Quebrada into the churning sea … [+11029 chars]",,"Kein Spaß in Acapulco: Zertrümmerte Gebäude, umgestürzte Boote und zerstörte Menschenleben nach Hurrikan Otis. Die Verluste in Acapulco, der sagenumwobenen mexikanischen Strandstadt, die bereits vor dem Hurrikan Otis in härtere Zeiten geraten war, werden auf 15 Milliarden US-Dollar geschätzt.","No fun in Acapulco: Smashed buildings, overturned boats and broken lives in wake of Hurricane Otis. Losses are estimated at $15 billion in Acapulco, the storied Mexican beach town that had fallen on harder times even before Hurricane Otis struck.","Non ludibrium in Acapulco: fractis aedificiis, scaphis evertis et fractis viminibus Turbo Otis. Damna aestimantur apud $15 miliarda in Acapulco, oppidum litus fabulosum Mexicanum quod durioribus temporibus ceciderat etiam antequam Hurricane Otis percussit.",2025-12-18 14:50:51+00:00
