,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
the southwestern Gulf of Mexico,the southwestern Gulf of Mexico,LOC,0.04276316,0.38304094,en,1.90000000,,0,,,,,,
the Atlantic hurricane,the Atlantic hurricane,LOC,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
the southwest Gulf,the southwest Gulf,LOC,0.07894737,0.22807018,en,1.90000000,,0,,,,,,
Zhejiang Province,Zhejiang Province,GPE,-0.03508772,0.24561404,en,1.90000000,,0,,,,,,
FLORIDA,FLORIDA,GPE,0.05263158,0.28070175,en,1.90000000,,0,,,,,,
the Gulf through Orlando,the Gulf through Orlando,LOC,0.00000000,0.21052632,en,1.90000000,,0,,,,,,
the Cabo Verde Islands,the Cabo Verde Islands,LOC,-0.00877193,0.39473684,en,1.90000000,,0,,,,,,
the Southern U.S.,the Southern U.S.,LOC,0.03508772,0.22807018,en,1.90000000,,0,,,,,,
Carib,Carib,GPE,-0.26315789,0.60526316,en,1.90000000,,0,,,,,,
the Bay of Bengal,the Bay of Bengal,LOC,0.03289474,0.26315789,en,1.90000000,,5128897,P,43.23007,-75.74824,NORTH-AMERICA,United States,ENA
South-East Asia,South-East Asia,LOC,0.12280702,0.70175439,en,1.90000000,,0,,,,,,
Seroja,Seroja,LOC,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
Superstorm Sandy,Superstorm Sandy,LOC,0.07894737,0.81140351,en,1.90000000,,0,,,,,,
TOKYO,TOKYO,GPE,-0.03508772,0.42105263,en,1.90000000,,0,,,,,,
Neb.,Neb.,GPE,0.26754386,0.28947368,en,1.90000000,,0,,,,,,
the Northern Hemisphere,the Northern Hemisphere,LOC,0.02626938,0.30957022,en,1.90000000,,0,,,,,,
Ont.,Ont.,GPE,0.00000000,0.52631579,en,1.90000000,,0,,,,,,
South Australia,South Australia,GPE,-0.42105263,0.89473684,en,1.90000000,,0,,,,,,
OceanX,OceanX,GPE,0.12030075,0.30827068,en,1.90000000,,0,,,,,,
Guangdong province,Guangdong province,GPE,0.16666667,0.51754386,en,1.90000000,,0,,,,,,
Chile,Chile,GPE,0.15789474,0.52631579,en,1.90000000,,0,,,,,,
Far North Queensland,Far North Queensland,LOC,0.07894737,1.05263158,en,1.90000000,,11184542,S,-16.87839,145.62515,OCEANIA,Australia,NAU
Ontario,Ontario,GPE,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
US East Coast,US East Coast,LOC,-0.05921053,0.12500000,en,1.90000000,,0,,,,,,
Path,Path,GPE,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
St. Catharines,St. Catharines,GPE,0.00000000,0.52631579,en,1.90000000,,0,,,,,,
the Southeastern United States,the Southeastern United States,GPE,0.00000000,0.10526316,en,1.90000000,,0,,,,,,
Carriacou Island,Carriacou Island,LOC,-0.06578947,0.52631579,en,1.90000000,,0,,,,,,
Batanes,Batanes,LOC,0.00000000,0.05263158,en,1.90000000,,0,,,,,,
the Central Pacific,the Central Pacific,LOC,0.13888889,0.43859649,en,1.90000000,,0,,,,,,
Goolwa Beach,Goolwa Beach,GPE,-0.42105263,0.89473684,en,1.90000000,,0,,,,,,
NEW DELHI,NEW DELHI,GPE,-0.24596292,0.66586922,en,1.90000000,,0,,,,,,
landfalling Atlantic,landfalling Atlantic,LOC,-1.05263158,1.05263158,en,1.90000000,,0,,,,,,
East Pakistan,East Pakistan,GPE,-0.61403509,0.61403509,en,1.90000000,,0,,,,,,
Sadbhav,Sadbhav,GPE,-0.24596292,0.66586922,en,1.90000000,,0,,,,,,
LABRADOR,LABRADOR,GPE,0.00000000,0.23684211,en,1.90000000,,0,,,,,,
Bualoi,Bualoi,GPE,-0.05555556,0.25730994,en,1.90000000,,0,,,,,,
the Ohio Valley,the Ohio Valley,LOC,-0.10526316,0.10526316,en,1.90000000,,0,,,,,,
Southeast U.S.,Southeast U.S.,LOC,-0.15789474,0.50000000,en,1.90000000,,0,,,,,,
the Yucatan Peninsula,the Yucatan Peninsula,LOC,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
Dinalungan,Dinalungan,GPE,0.32163743,0.64327485,en,1.90000000,,0,,,,,,
Cortez,Cortez,GPE,0.00000000,0.03508772,en,1.90000000,,0,,,,,,
LISMORE,LISMORE,GPE,0.04057018,0.33004386,en,1.90000000,,0,,,,,,
Belem,Belem,GPE,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
Eastern Seaboard,Eastern Seaboard,LOC,-0.02653509,0.37251462,en,1.90000000,,0,,,,,,
Lismore,Lismore,GPE,0.04057018,0.33004386,en,1.90000000,,0,,,,,,
Hainan Island,Hainan Island,GPE,-0.01052632,0.25964912,en,1.90000000,,0,,,,,,
Treasure Beach,Treasure Beach,GPE,0.00000000,0.43859649,en,1.90000000,,0,,,,,,
Wipha,Wipha,GPE,0.08771930,0.14473684,en,1.90000000,,0,,,,,,
Southeast coast,Southeast coast,LOC,0.07894737,0.22807018,en,1.90000000,,0,,,,,,
The North Atlantic,The North Atlantic,LOC,0.00877193,0.28070175,en,1.90000000,,0,,,,,,
Bacolod,Bacolod,GPE,-0.02631579,0.18421053,en,1.90000000,,0,,,,,,
Tropical Storm Milton,Tropical Storm Milton,LOC,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
Tropical Storm Erin,Tropical Storm Erin,LOC,0.13486842,0.42982456,en,1.90000000,,0,,,,,,
INDIAN ROCKS BEACH,INDIAN ROCKS BEACH,LOC,0.03508772,0.06432749,en,1.90000000,,0,,,,,,
miami,miami,GPE,0.00000000,0.39473684,en,1.90000000,,0,,,,,,
the Florida Peninsula,the Florida Peninsula,LOC,-0.01644737,0.57017544,en,1.90000000,,0,,,,,,
Bacolod City,Bacolod City,GPE,0.01507675,0.43311404,en,1.90000000,,0,,,,,,
Horseshoe Beach,Horseshoe Beach,GPE,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
Sydney,Sydney,GPE,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
Edmonton,Edmonton,GPE,-0.33333333,0.50000000,en,1.80000000,,0,,,,,,
MAURITIUS,MAURITIUS,GPE,0.12500000,0.65277778,en,1.80000000,,0,,,,,,
Coral Sea,Coral Sea,LOC,0.55555556,0.55555556,en,1.80000000,4295970-6,2194166,H,-20.0,155.0,OCEANIA,,NAU
PORT LOUIS,PORT LOUIS,GPE,0.12500000,0.65277778,en,1.80000000,,0,,,,,,
Appalachia,Appalachia,LOC,-0.55555556,0.61111111,en,1.80000000,,0,,,,,,
La Reunion,La Reunion,GPE,0.12500000,0.65277778,en,1.80000000,,0,,,,,,
the Gulf of Carpentaria,the Gulf of Carpentaria,LOC,-0.16666667,0.41666667,en,1.80000000,,0,,,,,,
Sri Lanka's,Sri Lanka's,GPE,-0.00810185,0.59259259,en,1.80000000,,0,,,,,,
Palm Beach County,Palm Beach County,GPE,0.00000000,0.00000000,en,1.70000000,4596329-0,4177887,P,26.71534,-80.05337,NORTH-AMERICA,United States,ENA
Caicos Islands,Caicos Islands,LOC,-0.02941176,0.23529412,en,1.70000000,4285170-1,3577034,T,21.93333,-71.96667,CENTRAL-AMERICA,Turks and Caicos Islands,CAR
FORT MYERS,FORT MYERS,GPE,-0.03921569,0.26143791,en,1.70000000,4460089-6,4155995,P,26.62168,-81.84059,NORTH-AMERICA,United States,ENA
Katrina,Katrina,GPE,-0.12352941,0.85588235,en,1.70000000,,0,,,,,,
Swannanoa,Swannanoa,GPE,-0.02352941,0.55686275,en,1.70000000,,4494217,P,35.59789,-82.39984,NORTH-AMERICA,United States,ENA
Long Island,Long Island,LOC,0.03132162,0.44614209,en,1.70000000,,3572005,A,23.21667,-75.11167,CENTRAL-AMERICA,Bahamas,CAR
South Carolina's,South Carolina's,GPE,0.00000000,0.00000000,en,1.70000000,,0,,,,,,
Portugal,Portugal,GPE,0.00000000,0.00000000,en,1.70000000,4046843-4,2264397,A,39.6945,-8.13057,EUROPE-AFRICA,Portugal,MED
Eastern Pacific,Eastern Pacific,LOC,-0.03893717,0.58221925,en,1.70000000,,0,,,,,,
Treasure Island,Treasure Island,GPE,0.00000000,0.00000000,en,1.70000000,,4175626,P,27.76919,-82.76899,NORTH-AMERICA,United States,ENA
Boone,Boone,GPE,-0.01503268,0.60326797,en,1.70000000,4085303-2,4381982,P,38.95171,-92.33407,NORTH-AMERICA,United States,CNA
Gaza,Gaza,GPE,-0.11274510,0.38725490,en,1.70000000,,0,,,,,,
North,North,LOC,-0.23235294,0.63823529,en,1.70000000,,12110879,L,42.74936,-96.39971,NORTH-AMERICA,United States,CNA
Volt Typhoon,Volt Typhoon,LOC,-0.11764706,0.27941176,en,1.70000000,,0,,,,,,
Toronto,Toronto,GPE,0.34926471,0.73529412,en,1.70000000,4060459-7,6167865,P,43.70643,-79.39864,NORTH-AMERICA,Canada,ENA
the Carolina Hurricanes,the Carolina Hurricanes,GPE,0.59705882,0.72205882,en,1.70000000,,0,,,,,,
NSW,NSW,GPE,-0.11029412,0.29411765,en,1.70000000,4058708-3,2147714,P,-33.86785,151.20732,OCEANIA,Australia,EAU
Fort Myers,Fort Myers,GPE,0.00000000,0.00000000,en,1.70000000,4460089-6,4155995,P,26.62168,-81.84059,NORTH-AMERICA,United States,ENA
San Diego,San Diego,GPE,0.00000000,0.00000000,en,1.70000000,4269521-1,5391811,P,32.71571,-117.16472,CENTRAL-AMERICA,United States,NCA
Virgin Islands,Virgin Islands,GPE,-0.08823529,0.26470588,en,1.70000000,4229389-3,4796512,P,17.72751,-64.74698,CENTRAL-AMERICA,U.S. Virgin Islands,CAR
U.S. East Coast,U.S. East Coast,LOC,-0.16666667,1.51715686,en,1.70000000,,0,,,,,,
Ankara,Ankara,GPE,-0.10316399,0.77621806,en,1.70000000,,0,,,,,,
Tropical Cyclone Chido,Tropical Cyclone Chido,LOC,0.00000000,0.16339869,en,1.70000000,,0,,,,,,
COMOROS,COMOROS,GPE,0.00000000,0.16339869,en,1.70000000,4265797-0,921929,A,-12.23333,44.44553,AFRICA,Comoros,ESAF
Maryland,Maryland,GPE,-0.13699230,0.69599090,en,1.70000000,,0,,,,,,
Main Development Region,Main Development Region,LOC,-0.13398693,0.52614379,en,1.70000000,,0,,,,,,
Rodanthe,Rodanthe,GPE,-0.07352941,0.22058824,en,1.70000000,,4488807,P,35.59351,-75.46794,NORTH-AMERICA,United States,ENA
Typhoon Yinxing,Typhoon Yinxing,GPE,0.03921569,0.94117647,en,1.70000000,,0,,,,,,
D.C.,D.C.,GPE,-0.47058824,0.78431373,en,1.70000000,4007557-6,3688689,P,4.60971,-74.08175,SOUTH-AMERICA,Colombia,NWS
Cayman Islands,Cayman Islands,LOC,-0.05882353,0.23529412,en,1.70000000,4310479-4,3580718,A,19.5,-80.66667,CENTRAL-AMERICA,Cayman Islands,CAR
Midwest,Midwest,LOC,-0.19117647,0.75000000,en,1.70000000,,0,,,,,,
Little Cayman,Little Cayman,GPE,-0.22058824,0.58823529,en,1.70000000,,0,,,,,,
NJ,NJ,GPE,-0.47058824,0.76470588,en,1.70000000,,12213808,L,40.77331,-73.87989,NORTH-AMERICA,United States,ENA
Atlantic Hurricanes,Atlantic Hurricanes,LOC,0.06078431,0.32875817,en,1.70000000,,6520375,S,24.5526,-81.8057,CENTRAL-AMERICA,United States,CAR
Progreso,Progreso,GPE,0.00000000,0.00000000,en,1.70000000,,3596416,A,14.83333,-90.0,CENTRAL-AMERICA,Guatemala,SCA
Clermont,Clermont,GPE,0.33823529,0.84033613,en,1.70000000,4090482-9,3024635,P,45.77969,3.08682,EUROPE,France,WCE
Sputnik,Sputnik,GPE,0.41711230,0.80949198,en,1.70000000,,6625906,T,-70.36667,163.36667,POLAR,Antarctica,EAN
Hurricane Beryl,Hurricane Beryl,LOC,-0.03921569,0.35947712,en,1.70000000,,0,,,,,,
St. Petersburg,St. Petersburg,GPE,0.00000000,0.00000000,en,1.70000000,2034200-7,498817,P,59.93863,30.31413,EUROPE,Russia,NEU
the Southwest United States,the Southwest United States,GPE,-0.17647059,0.39215686,en,1.70000000,,9252023,A,17.69317,-64.85755,CENTRAL-AMERICA,U.S. Virgin Islands,CAR
ST PETERSBURG,ST PETERSBURG,GPE,-0.09150327,0.35294118,en,1.70000000,2034200-7,498817,P,59.93863,30.31413,EUROPE,Russia,NEU
Atlanta,Atlanta,GPE,0.41176471,0.35294118,en,1.70000000,4086063-2,4180439,P,33.749,-84.38798,NORTH-AMERICA,United States,ENA
Aegean,Aegean,GPE,-0.03921569,0.40196078,en,1.70000000,,10922486,L,38.96622,28.72059,EUROPE-AFRICA,Turkey,MED
HORSESHOE BEACH,HORSESHOE BEACH,GPE,0.00000000,0.00000000,en,1.70000000,,4159207,P,29.44135,-83.28736,NORTH-AMERICA,United States,ENA
Sarasota County,Sarasota County,GPE,0.02941176,0.41176471,en,1.70000000,4194929-8,4172131,P,27.33643,-82.53065,NORTH-AMERICA,United States,ENA
Central Gulf Coast,Central Gulf Coast,LOC,-0.03921569,0.37254902,en,1.70000000,,12217076,L,34.60739,-86.97977,NORTH-AMERICA,United States,ENA
Gulf coast,Gulf coast,LOC,0.10457516,0.58169935,en,1.70000000,,12212749,L,30.3314,-89.73221,NORTH-AMERICA,United States,ENA
East Africa,East Africa,GPE,0.00000000,0.00000000,en,1.70000000,14267-0,12070073,L,30.01745,31.21808,EUROPE-AFRICA,Egypt,MED
Vt.,Vt.,GPE,0.05451575,0.39141414,en,1.70000000,4350641-0,1651944,P,17.96667,102.6,ASIA,Laos,SEA
Australias Northern Territory,Australias Northern Territory,LOC,-0.23529412,0.85294118,en,1.70000000,,0,,,,,,
North Carolina’s,North Carolina’s,GPE,0.00000000,0.00000000,en,1.70000000,,0,,,,,,
the Top End coast,the Top End coast,LOC,0.10882353,0.50882353,en,1.70000000,,5862272,T,56.45556,-157.74556,NORTH-AMERICA,United States,NWN
the Grenadine Islands,the Grenadine Islands,LOC,0.00000000,0.00000000,en,1.70000000,,3577891,T,12.66667,-61.25,CENTRAL-AMERICA,St Vincent and Grenadines,CAR
Visayas,Visayas,GPE,0.19607843,0.39215686,en,1.70000000,,0,,,,,,
Kaohsiung,Kaohsiung,GPE,0.00000000,0.00000000,en,1.70000000,4341688-3,1673820,P,22.61626,120.31333,ASIA,Taiwan,EAS
Tobago,Tobago,GPE,0.00000000,0.00000000,en,1.70000000,4106515-3,3573606,A,11.25,-60.66667,SOUTH-AMERICA,Trinidad and Tobago,NSA
"Barbados, Grenada","Barbados, Grenada",GPE,0.00000000,0.00000000,en,1.70000000,,11893959,S,13.26789,-59.59282,CENTRAL-AMERICA,Barbados,CAR
the Southern United States,the Southern United States,GPE,0.00000000,0.00000000,en,1.70000000,,11887752,L,33.45876,-90.15081,NORTH-AMERICA,United States,CNA
Siesta Key,Siesta Key,LOC,-0.04411765,0.69117647,en,1.70000000,,4172935,P,27.26785,-82.54526,NORTH-AMERICA,United States,ENA
Volcano Bay,Volcano Bay,LOC,0.16522876,0.50143791,en,1.70000000,,2127607,H,42.33333,140.66667,ASIA,Japan,EAS
Union Island,Union Island,LOC,0.00000000,0.00000000,en,1.70000000,,146670,T,35.00304,32.98791,EUROPE-AFRICA,Cyprus,MED
New Zealand,New Zealand,GPE,1.15272624,2.25445784,en,1.40000000,,0,,,,,,
Chicago,Chicago,GPE,0.09615385,0.38461538,en,1.30000000,,0,,,,,,
Wisconsin,Wisconsin,GPE,0.07692308,0.12500000,en,1.30000000,,0,,,,,,
Pacífico,Pacífico,GPE,0.00000000,0.07692308,en,1.30000000,,0,,,,,,
GUADALAJARA,GUADALAJARA,GPE,0.00000000,0.07692308,en,1.30000000,,0,,,,,,
Milan,Milan,GPE,-0.20694444,1.05208333,en,1.20000000,,0,,,,,,
Afghanistan,Afghanistan,GPE,-0.41666667,0.08333333,en,1.20000000,,0,,,,,,
Moreton Bay,Moreton Bay,GPE,0.26515152,1.43939394,en,1.20000000,4705106-1,7839376,A,-27.10731,152.92937,OCEANIA,Australia,EAU
Carolina,Carolina,LOC,0.00000000,0.00000000,en,1.20000000,,4563243,P,18.38078,-65.95739,CENTRAL-AMERICA,Puerto Rico,CAR
the U.S. Southeast,the U.S. Southeast,LOC,-0.02777778,0.85185185,en,1.20000000,,5874863,A,63.75056,-143.25056,NORTH-AMERICA,United States,NWN
Tropical Storm Chantal,Tropical Storm Chantal,LOC,-0.16666667,0.41666667,en,1.20000000,,0,,,,,,
Los Angeles,Los Angeles,GPE,-0.22196970,1.03939394,en,1.10000000,,0,,,,,,
Holguin,Holguin,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Great Lakes,Great Lakes,LOC,0.81818182,1.51515152,en,1.10000000,,0,,,,,,
Samaritan,Samaritan,GPE,-0.05050505,0.16161616,en,1.10000000,,0,,,,,,
Venezuela,Venezuela,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Albania,Albania,GPE,0.00000000,0.90909091,en,1.10000000,,0,,,,,,
Lake,Lake,LOC,-0.22727273,0.45454545,en,1.10000000,,0,,,,,,
Dublin,Dublin,GPE,0.34090909,0.90909091,en,1.10000000,,0,,,,,,
West Palm Beach,West Palm Beach,GPE,-0.28282828,0.52525253,en,1.10000000,,0,,,,,,
Phoenix,Phoenix,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
ISLAMABAD,ISLAMABAD,GPE,0.00000000,0.04545455,en,1.10000000,,0,,,,,,
china,china,GPE,0.19696970,1.52525253,en,1.10000000,,0,,,,,,
Ireland,Ireland,GPE,0.33712121,0.83712121,en,1.10000000,,0,,,,,,
Greece,Greece,GPE,0.00000000,0.90909091,en,1.10000000,,0,,,,,,
sa,sa,GPE,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
Arnhem Land,Arnhem Land,LOC,-0.12500000,0.37500000,en,1.00000000,4085943-5,2077568,L,-13.25827,134.8303,OCEANIA,Australia,NAU
Erdogan,Erdogan,GPE,0.00000000,0.00000000,en,1.00000000,,315508,P,38.88157,36.87911,EUROPE-AFRICA,Turkey,MED
Guantánamo Bay,Guantánamo Bay,LOC,-0.05937500,0.85000000,en,1.00000000,,0,,,,,,
Ky,Ky,GPE,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Cozad,Cozad,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
X5.1,X5.1,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Steinbrenner Field,Steinbrenner Field,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Qatar,Qatar,GPE,-0.21250000,0.48750000,en,1.00000000,4029924-7,289688,A,25.5,51.25,ASIA,Qatar,ARP
Tropical Cyclone Fina,Tropical Cyclone Fina,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
N.S.,N.S.,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Malacca Strait,the Malacca Strait,LOC,0.17142857,0.47619048,en,1.00000000,,0,,,,,,
Stillwater,Stillwater,GPE,0.30000000,0.50000000,en,1.00000000,,5680538,A,45.66944,-109.39477,NORTH-AMERICA,United States,WNA
JAMAICA,JAMAICA,GPE,-0.20454545,0.81818182,en,1.00000000,,0,,,,,,
Doha,Doha,GPE,-0.56250000,1.40416667,en,1.00000000,4219005-8,290030,P,25.28545,51.53096,ASIA,Qatar,ARP
Cape Coral,Cape Coral,LOC,0.00000000,0.00000000,en,1.00000000,,4149962,P,26.56285,-81.94953,NORTH-AMERICA,United States,ENA
Florida Neighborhood,Florida Neighborhood,GPE,-0.25000000,0.40000000,en,1.00000000,,0,,,,,,
the Blue Ridge,the Blue Ridge,LOC,0.00000000,0.10000000,en,1.00000000,,0,,,,,,
Santo Domingo,Santo Domingo,GPE,0.05833333,0.45833333,en,1.00000000,,0,,,,,,
stor… Jamaica,stor… Jamaica,GPE,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
the Dominican Republic’s,the Dominican Republic’s,GPE,0.05833333,0.45833333,en,1.00000000,,0,,,,,,
Dominican Republic,Dominican Republic,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
the aurora borealis,the aurora borealis,LOC,0.55000000,0.90000000,en,1.00000000,,0,,,,,,
Hispaniola SAN JUAN,Hispaniola SAN JUAN,LOC,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Ottawa,Ottawa,GPE,0.00000000,0.00000000,en,1.00000000,4122012-2,6094817,P,45.41117,-75.69812,NORTH-AMERICA,Canada,ENA
CARIBBEAN,CARIBBEAN,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
sightings,sightings,GPE,0.00000000,0.40000000,en,1.00000000,,0,,,,,,
"the South China Sea
","the South China Sea
",LOC,0.20333333,0.56333333,en,1.00000000,,0,,,,,,
Guantanamo Bay,Guantanamo Bay,LOC,0.50000000,0.90000000,en,1.00000000,,0,,,,,,
the Deep South,the Deep South,LOC,0.00000000,0.40000000,en,1.00000000,,0,,,,,,
Tropical Storm Melissa,Tropical Storm Melissa,GPE,-0.50000000,0.70000000,en,1.00000000,,0,,,,,,
Kuwait,Kuwait,GPE,-0.17500000,0.45833333,en,1.00000000,4073919-3,285570,A,29.5,47.75,ASIA,Kuwait,ARP
the South China Sea Read,the South China Sea Read,LOC,0.20333333,0.56333333,en,1.00000000,,0,,,,,,
Yilan,Yilan,GPE,0.00000000,0.00000000,en,1.00000000,4407796-8,1674199,P,24.757,121.753,ASIA,Taiwan,EAS
Inner Circle,Inner Circle,LOC,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Istanbul,Istanbul,GPE,-0.21250000,0.48750000,en,1.00000000,4088772-8,745044,P,41.01384,28.94966,EUROPE-AFRICA,Turkey,MED
the Central Caribbean Sea,the Central Caribbean Sea,LOC,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
Wellington,Wellington,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
BOONE,BOONE,GPE,-0.09722222,0.22222222,en,1.00000000,4085303-2,4381982,P,38.95171,-92.33407,NORTH-AMERICA,United States,CNA
BATON ROUGE,BATON ROUGE,GPE,-0.05000000,0.05000000,en,1.00000000,,0,,,,,,
the Yukon-Kuskokwim Delta,the Yukon-Kuskokwim Delta,LOC,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Western Alaskas,Western Alaskas,LOC,0.15000000,0.50000000,en,1.00000000,,0,,,,,,
Akiak,Akiak,GPE,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
FORT COLLINS,FORT COLLINS,GPE,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Colo.,Colo.,GPE,1.00000000,1.00000000,en,1.00000000,,0,,,,,,
Southwest US,Southwest US,LOC,-0.20000000,0.40000000,en,1.00000000,,0,,,,,,
Tiwi Islands,Tiwi Islands,GPE,0.00000000,0.00000000,en,1.00000000,,7839409,A,-11.55324,130.78178,OCEANIA,Australia,NAU
West Arnhem Land,West Arnhem Land,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
The Tiwi Islands,The Tiwi Islands,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Mexicos Pacific coast,Mexicos Pacific coast,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
West Pacific,West Pacific,LOC,-0.06250000,0.57083333,en,1.00000000,,0,,,,,,
Silicon Valley,Silicon Valley,LOC,-0.11388889,0.17222222,en,1.00000000,4107751-9,6940309,L,37.37,-122.04,NORTH-AMERICA,United States,WNA
San Francisco's,San Francisco's,GPE,-0.06250000,0.57083333,en,1.00000000,,0,,,,,,
Hurricane Florence,Hurricane Florence,GPE,0.00000000,0.00000000,en,1.00000000,,4068650,S,34.8837,-87.27169,NORTH-AMERICA,United States,ENA
Western Australi,Western Australi,LOC,0.00000000,0.00000000,en,1.00000000,4232458-0,2063523,P,-31.95224,115.8614,OCEANIA,Australia,SAU
Austin Peay,Austin Peay,GPE,0.00000000,0.00000000,en,1.00000000,,4603388,S,36.53332,-87.35408,NORTH-AMERICA,United States,ENA
Typhoon Matmo,Typhoon Matmo,GPE,0.25000000,0.68333333,en,1.00000000,,0,,,,,,
the Tennessee River,the Tennessee River,LOC,0.20000000,1.00000000,en,1.00000000,,0,,,,,,
the Atlantic Oceanand,the Atlantic Oceanand,LOC,0.33409091,0.73863636,en,1.00000000,,0,,,,,,
LOUISVILLE,LOUISVILLE,GPE,0.00000000,0.10000000,en,1.00000000,,0,,,,,,
Mediterranean,Mediterranean,LOC,0.30000000,0.45000000,en,1.00000000,,0,,,,,,
Formentera,Formentera,GPE,0.00000000,0.03333333,en,1.00000000,,0,,,,,,
Ibiza,Ibiza,GPE,0.16666667,0.53333333,en,1.00000000,,0,,,,,,
Storm Bualoi,Storm Bualoi,LOC,-0.20000000,0.00000000,en,1.00000000,,0,,,,,,
the Van Diemen Gulf,the Van Diemen Gulf,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Nolichucky River,the Nolichucky River,LOC,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
Bay,Bay,LOC,0.15000000,0.40000000,en,1.00000000,,0,,,,,,
Tenn.,Tenn.,GPE,0.00000000,0.10000000,en,1.00000000,,0,,,,,,
threesystem,threesystem,GPE,0.05000000,0.50000000,en,1.00000000,,0,,,,,,
ERWIN,ERWIN,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Appalachian,Appalachian,GPE,0.23333333,0.40000000,en,1.00000000,,0,,,,,,
Tropical Storm Imelda,Tropical Storm Imelda,LOC,-0.12500000,0.17500000,en,1.00000000,,0,,,,,,
Korea,Korea,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Puerto Vallarta,Puerto Vallarta,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
New Mexico,New Mexico,GPE,-0.03181818,0.42727273,en,1.00000000,,0,,,,,,
Rhode Island,Rhode Island,GPE,0.17777778,0.74444444,en,1.00000000,,0,,,,,,
the Windward Island,the Windward Island,LOC,-0.10000000,0.10000000,en,1.00000000,,0,,,,,,
the Pacific coast,the Pacific coast,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Typhoon Halong Historic,Typhoon Halong Historic,GPE,-0.10000000,0.28000000,en,1.00000000,,0,,,,,,
Alaska Native,Alaska Native,GPE,0.08000000,0.30333333,en,1.00000000,,0,,,,,,
JUNEAU,JUNEAU,GPE,0.36708333,0.66208333,en,1.00000000,,0,,,,,,
Chilean Patagonia,Chilean Patagonia,GPE,-0.10000000,0.00000000,en,1.00000000,,0,,,,,,
Poza Rica,Poza Rica,GPE,0.16666667,0.27222222,en,1.00000000,,0,,,,,,
Typhoon Halong's,Typhoon Halong's,GPE,0.25000000,0.50000000,en,1.00000000,,0,,,,,,
Sunshine State,Sunshine State,GPE,0.50000000,0.60000000,en,1.00000000,,0,,,,,,
Patagonia,Patagonia,GPE,0.20000000,0.50000000,en,1.00000000,,0,,,,,,
POZA RICA,POZA RICA,GPE,-0.18750000,0.50000000,en,1.00000000,,0,,,,,,
Yukon-Kuskokwim Delta,Yukon-Kuskokwim Delta,LOC,0.05000000,0.78000000,en,1.00000000,,0,,,,,,
Kipnuk,Kipnuk,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
batters East Coast,batters East Coast,LOC,-0.02000000,0.52000000,en,1.00000000,,0,,,,,,
Desert Southwest,Desert Southwest,LOC,-0.03181818,0.42727273,en,1.00000000,,0,,,,,,
Valley,Valley,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kwigillingok,Kwigillingok,GPE,-0.25000000,0.22500000,en,1.00000000,,0,,,,,,
Hurricane Sandy,Hurricane Sandy,LOC,0.25000000,0.75000000,en,1.00000000,,4201829,T,34.16149,-84.74466,NORTH-AMERICA,United States,ENA
