,phrase,label,sentiment,subjectivity,language,count
BAGAN DATUK,BAGAN DATUK,PERSON,0.1346153846153846,0.21153846153846154,en,1.3
Rob Reiner,Rob Reiner,PERSON,0.3589743589743589,0.4615384615384615,en,1.3
Storm Kristin,Storm Kristin,PERSON,0.2451282051282051,0.683076923076923,en,1.3
Alligator Alcatraz,Alligator Alcatraz,PERSON,-0.06923076923076922,0.2076923076923077,en,1.3
King Charles,King Charles,PERSON,0.1888111888111888,0.4755244755244755,en,1.3
Matthew Perry,Matthew Perry,PERSON,0.47115384615384615,1.0192307692307692,en,1.3
Reid Hoffman,Reid Hoffman,PERSON,0.3846153846153846,0.3846153846153846,en,1.3
Nomsa Maseko,Nomsa Maseko,PERSON,-0.8923076923076922,1.3692307692307693,en,1.3
RAF Lossiemouth,RAF Lossiemouth,PERSON,-0.0011655011655011943,0.808080808080808,en,1.3
Sheldon Whitehouse,Sheldon Whitehouse,PERSON,0.021367521367521375,0.28739316239316237,en,1.3
Giancarlo Rinaldi,Giancarlo Rinaldi,PERSON,-0.37179487179487175,0.5897435897435896,en,1.3
KOTA KINABALU,KOTA KINABALU,PERSON,-0.3076923076923077,0.4615384615384615,en,1.3
Arko Datto,Arko Datto,PERSON,0.0,1.5384615384615383,en,1.3
Storm Gert,Storm Gert,PERSON,-0.07211538461538461,0.5048076923076923,en,1.3
Troy Carter,Troy Carter,PERSON,0.4085081585081585,0.5903263403263403,en,1.3
Edmund Fitzgerald,Edmund Fitzgerald,PERSON,-0.013888888888888899,0.7361111111111109,en,1.2000000000000002
Dr Pal,Dr Pal,PERSON,-0.36197916666666663,1.0208333333333333,en,1.2000000000000002
Massimiliano Allegri,Massimiliano Allegri,PERSON,-0.2069444444444444,1.052083333333333,en,1.2000000000000002
Karl Kuehn,Karl Kuehn,PERSON,0.03968253968253967,0.6785714285714286,en,1.2
Lindsey Graham,Lindsey Graham,PERSON,-0.5416666666666667,0.6666666666666667,en,1.2
Storm Henriette,Storm Henriette,PERSON,-0.16666666666666669,0.6666666666666667,en,1.2
John Kelly,John Kelly,PERSON,-0.14370791245791248,0.6227483164983165,en,1.2
Max Planck,Max Planck,PERSON,0.4027777777777778,0.9490740740740741,en,1.2
Ken Haapala,Ken Haapala,PERSON,0.0,0.0,en,1.2
Mojtaba Khamenei,Mojtaba Khamenei,PERSON,0.11363636363636363,0.3787878787878788,en,1.2
Raila Odinga,Raila Odinga,PERSON,-0.0606060606060606,0.303030303030303,en,1.1
Farhan Haq,Farhan Haq,PERSON,0.2727272727272727,0.45454545454545453,en,1.1
Copernicus Sentinel-3,Copernicus Sentinel-3,PERSON,0.6363636363636362,0.8636363636363635,en,1.1
Benjamin Franklin,Benjamin Franklin,PERSON,0.0,0.6464646464646464,en,1.1
Geshuang Chen,Geshuang Chen,PERSON,0.0,0.0,en,1.1
Spike Lee,Spike Lee,PERSON,0.1347107438016529,0.45206611570247923,en,1.1
Darrel John,Darrel John,PERSON,-0.1515151515151515,0.8484848484848483,en,1.1
Melissa Strengthens,Melissa Strengthens,PERSON,0.0,0.0,en,1.1
Kristi Noems,Kristi Noems,PERSON,0.0,0.0,en,1.0
Hurricane Ma,Hurricane Ma,PERSON,0.0,0.0,en,1.0
Lee Heads,Lee Heads,PERSON,0.13636363636363635,0.45454545454545453,en,1.0
Joann Carls,Joann Carls,PERSON,0.375,0.6666666666666666,en,1.0
Jurassic Parkfilm,Jurassic Parkfilm,PERSON,0.27666666666666667,0.4333333333333333,en,1.0
RAF Typhoons Deployed,RAF Typhoons Deployed,PERSON,0.0,0.0,en,1.0
Matt Stafford,Matt Stafford,PERSON,0.5,0.5,en,1.0
Mark Twain Quote,Mark Twain Quote,PERSON,0.0,0.0,en,1.0
Gutting FEMA,Gutting FEMA,PERSON,0.5,0.5,en,1.0
PATRICK WHITTLE,PATRICK WHITTLE,PERSON,0.005681818181818177,0.6022727272727273,en,1.0
Nova Scot,Nova Scot,PERSON,0.1787878787878788,0.5848484848484848,en,1.0
Cape Cod,Cape Cod,PERSON,0.0727272727272727,0.7590909090909091,en,1.0
Azhar Ehsan,Azhar Ehsan,PERSON,0.2708333333333333,0.65,en,1.0
Parris Todd,Parris Todd,PERSON,0.18333333333333335,0.35833333333333334,en,1.0
Jeffery Epstein,Jeffery Epstein,PERSON,0.5,0.5,en,1.0
Gallagher Re,Gallagher Re,PERSON,0.0,0.75,en,1.0
John Williams,John Williams,PERSON,0.27666666666666667,0.4333333333333333,en,1.0
Thailands Hat Yai,Thailands Hat Yai,PERSON,0.175,0.30833333333333335,en,1.0
geotemporal climatologies,geotemporal climatologies,PERSON,0.125,0.125,en,1.0
Spencer Pla,Spencer Pla,PERSON,0.0,0.0,en,1.0
Diarmaid Ferriter,Diarmaid Ferriter,PERSON,0.0,0.0,en,1.0
Noel Carroll,Noel Carroll,PERSON,0.0,0.0,en,1.0
Priam NepomucenoOctober 9,Priam NepomucenoOctober 9,PERSON,0.0,0.0,en,1.0
Mary Kay Carson Discuses,Mary Kay Carson Discuses,PERSON,0.375,0.9,en,1.0
Lee doubl,Lee doubl,PERSON,0.0,0.0,en,1.0
Hank Willis Thomas,Hank Willis Thomas,PERSON,0.0,0.0,en,1.0
K9 doggo,K9 doggo,PERSON,0.15,0.25,en,1.0
Eyre Peninsula,Eyre Peninsula,PERSON,-0.19999999999999998,0.3,en,1.0
Guillem de Balanzo,Guillem de Balanzo,PERSON,0.16666666666666669,0.5,en,1.0
Jaclyn RothenbergCourtesy,Jaclyn RothenbergCourtesy,PERSON,0.0,0.0,en,1.0
Bruce Highwa,Bruce Highwa,PERSON,0.0,0.0,en,1.0
Middelburg viru,Middelburg viru,PERSON,0.0,0.1875,en,1.0
Bruno Latour,Bruno Latour,PERSON,0.0,0.05,en,1.0
Merlin Deployed,Merlin Deployed,PERSON,0.0,0.0,en,1.0
Rahul Deshpande,Rahul Deshpande,PERSON,-0.2916666666666667,0.5416666666666666,en,1.0
Noh Sang-hyun,Noh Sang-hyun,PERSON,-0.03181818181818183,0.42727272727272725,en,1.0
Luke Chiang,Luke Chiang,PERSON,0.0,0.0,en,1.0
Lee Rapidly,Lee Rapidly,PERSON,0.0,0.0,en,1.0
Danny Masterson,Danny Masterson,PERSON,0.0,0.0,en,1.0
Jesse Barrera - Albert Posis)06 - Playing Dead07,Jesse Barrera - Albert Posis)06 - Playing Dead07,PERSON,0.0,0.0,en,1.0
Jesse Barrera)10 - Good Company11,Jesse Barrera)10 - Good Company11,PERSON,0.7,0.6000000000000001,en,1.0
Jesse Barrera - Albert,Jesse Barrera - Albert,PERSON,0.0,0.0,en,1.0
Aijun Ding,Aijun Ding,PERSON,-0.16666666666666666,0.16666666666666666,en,1.0
Houyuan Lu,Houyuan Lu,PERSON,-0.16666666666666666,0.16666666666666666,en,1.0
Jianping Zhang,Jianping Zhang,PERSON,-0.16666666666666666,0.16666666666666666,en,1.0
Henry Taylor,Henry Taylor,PERSON,0.0,0.0,en,1.0
Noh Sang-hyun Netflix,Noh Sang-hyun Netflix,PERSON,-0.03181818181818183,0.42727272727272725,en,1.0
Tropical Storm Margot,Tropical Storm Margot,PERSON,0.3125,0.4,en,1.0
Lee Restrengthens,Lee Restrengthens,PERSON,-0.06460227272727273,0.4709090909090909,en,1.0
Jieting Chen,Jieting Chen,PERSON,0.0,0.0,en,1.0
Josh Wagner,Josh Wagner,PERSON,0.24333333333333335,0.55,en,1.0
Cyclone Fytia,Cyclone Fytia,PERSON,-0.2,0.0,en,1.0
Gezani ANTANANARIVO,Gezani ANTANANARIVO,PERSON,-0.3,0.4,en,1.0
Leggi ANTANANARIVO,Leggi ANTANANARIVO,PERSON,0.0,0.0,en,1.0
più grande,più grande,PERSON,0.0,0.0,en,1.0
Sam Raimi,Sam Raimi,PERSON,0.1,0.65,en,1.0
Daniel Puddicombe,Daniel Puddicombe,PERSON,-0.08333333333333333,0.11666666666666667,en,1.0
Cameron Smith,Cameron Smith,PERSON,0.0,0.0,en,1.0
nan Citation,nan Citation,PERSON,0.0,0.0,en,1.0
Scott Kinser-Imagn,Scott Kinser-Imagn,PERSON,-0.13333333333333333,0.3666666666666667,en,1.0
Jerome Miron-Imagn,Jerome Miron-Imagn,PERSON,0.15285714285714286,0.36428571428571427,en,1.0
Ortiz-Prado E,Ortiz-Prado E,PERSON,0.0,0.0,en,1.0
PLoS Negl Trop,PLoS Negl Trop,PERSON,0.0,0.0,en,1.0
Jesse Jackson,Jesse Jackson,PERSON,0.0,0.16666666666666666,en,1.0
Norman C,Norman C,PERSON,0.3181818181818182,0.6272727272727273,en,1.0
Monae Duffy,Monae Duffy,PERSON,0.15,0.25,en,1.0
Hannah Riddick,Hannah Riddick,PERSON,0.15,0.25,en,1.0
Arch Collapsed,Arch Collapsed,PERSON,0.5,0.5,en,1.0
Diego Garcia,Diego Garcia,PERSON,-0.4,0.5,en,1.0
Facel Vega FV4 Typhoon Coupe,Facel Vega FV4 Typhoon Coupe,PERSON,0.0,0.0,en,1.0
Chris Houser,Chris Houser,PERSON,0.0,0.0,en,1.0
Michael Irvin Shuts,Michael Irvin Shuts,PERSON,-0.07777777777777779,0.17777777777777778,en,1.0
Logan Stankoven,Logan Stankoven,PERSON,0.32142857142857145,0.3839285714285714,en,1.0
Carson Beck,Carson Beck,PERSON,0.0,0.0,en,1.0
nan Hurricane Norma,nan Hurricane Norma,PERSON,0.05,0.2,en,1.0
Josh Villalta Alice Cooper,Josh Villalta Alice Cooper,PERSON,0.32916666666666666,0.5833333333333334,en,1.0
Chance Robinson,Chance Robinson,PERSON,0.1875,0.3875,en,1.0
Doug Varty,Doug Varty,PERSON,0.1,0.4,en,1.0
Sweet Tempta,Sweet Tempta,PERSON,0.15892857142857142,0.3464285714285714,en,1.0
Haley Lawrence,Haley Lawrence,PERSON,0.0,0.0,en,1.0
Miriam Bradbury,Miriam Bradbury,PERSON,0.0,0.3,en,1.0
Cyclone Jenna,Cyclone Jenna,PERSON,0.0,0.0,en,1.0
DAVID BLACKMON,DAVID BLACKMON,PERSON,-0.4,0.6,en,1.0
Jerry Lorenz,Jerry Lorenz,PERSON,0.0,0.0,en,1.0
Philippe Storm Path Raises Concern,Philippe Storm Path Raises Concern,PERSON,-0.6,0.9,en,1.0
Luke Wheeldon,Luke Wheeldon,PERSON,0.04999999999999999,0.6,en,1.0
Kelly Cass,Kelly Cass,PERSON,0.5,0.5,en,1.0
Francis Mauigoa,Francis Mauigoa,PERSON,0.5,0.5,en,1.0
Ophelia Lands,Ophelia Lands,PERSON,0.0,0.0,en,1.0
Bari Weiss,Bari Weiss,PERSON,0.0,0.125,en,1.0
Diane Sawyer,Diane Sawyer,PERSON,0.0625,0.4375,en,1.0
Bari W,Bari W,PERSON,0.03409090909090909,0.46988636363636366,en,1.0
Tropical Storm Ophelia,Tropical Storm Ophelia,PERSON,-0.2,0.6,en,1.0
QB Carson Beck’s,QB Carson Beck’s,PERSON,0.65,0.5,en,1.0
Dave Hyde,Dave Hyde,PERSON,0.0,0.0,en,1.0
Tammy Threatens,Tammy Threatens,PERSON,0.05,0.45,en,1.0
Keionte Scott,Keionte Scott,PERSON,1.0,1.0,en,1.0
Previewing Aggies,Previewing Aggies,PERSON,0.6000000000000001,0.8,en,1.0
Robert Vislocky,Robert Vislocky,PERSON,-0.01979166666666666,0.41354166666666664,en,1.0
Cyclone Ener,Cyclone Ener,PERSON,0.5,0.5,en,1.0
Simon Jessop DUBAI,Simon Jessop DUBAI,PERSON,-0.11875000000000002,0.35,en,1.0
Maheesh Theekshana,Maheesh Theekshana,PERSON,-0.2351851851851852,0.362962962962963,en,1.0
Paul Menta,Paul Menta,PERSON,0.14285714285714285,0.26785714285714285,en,1.0
Mark Fletcher,Mark Fletcher,PERSON,0.8,0.4,en,1.0
Jai Somers,Jai Somers,PERSON,0.14285714285714285,0.26785714285714285,en,1.0
Dan Gor,Dan Gor,PERSON,0.0,0.0,en,1.0
Louis Leger,Louis Leger,PERSON,0.13636363636363635,0.45454545454545453,en,1.0
Gene Maddaus,Gene Maddaus,PERSON,0.0,0.0,en,1.0
Roger Caiazza,Roger Caiazza,PERSON,0.1556818181818182,0.5772727272727273,en,1.0
Bernales Derwin Soria,Bernales Derwin Soria,PERSON,-0.5,1.0,en,1.0
Adam Cairns,Adam Cairns,PERSON,0.25,0.5,en,1.0
Cayden Primeaus,Cayden Primeaus,PERSON,0.1111111111111111,0.3055555555555555,en,1.0
Iván Cabre,Iván Cabre,PERSON,-0.125,0.625,en,1.0
Mexico Norma,Mexico Norma,PERSON,-0.025,0.1,en,1.0
Tammy Hits,Tammy Hits,PERSON,0.05,0.45,en,1.0
Somourian Wingo,Somourian Wingo,PERSON,0.18666666666666668,0.48,en,1.0
Ophelia Strengthens,Ophelia Strengthens,PERSON,0.21428571428571427,0.42857142857142855,en,1.0
Janay Reece,Janay Reece,PERSON,0.0,0.0,en,1.0
Victoria swelters,Victoria swelters,PERSON,0.0,0.0,en,1.0
Xin Huang,Xin Huang,PERSON,-0.16666666666666666,0.16666666666666666,en,1.0
Chris Ballards,Chris Ballards,PERSON,0.10714285714285714,0.7142857142857143,en,1.0
DJ Khaled,DJ Khaled,PERSON,0.3333333333333333,0.8333333333333334,en,1.0
Kristen Welker,Kristen Welker,PERSON,0.0,0.1,en,1.0
Dwayne Johnso,Dwayne Johnso,PERSON,0.0,0.0,en,1.0
Abella Danger Cries,Abella Danger Cries,PERSON,-0.55,0.5,en,1.0
Lee Slams,Lee Slams,PERSON,0.3,0.9,en,1.0
Luke Polla,Luke Polla,PERSON,0.0,0.1,en,1.0
Julius Thedford,Julius Thedford,PERSON,-0.2,0.2,en,1.0
Lee Graphics,Lee Graphics,PERSON,0.0,0.0,en,1.0
Jamari Sharpe,Jamari Sharpe,PERSON,0.0,0.0,en,1.0
Cape Fear,Cape Fear,PERSON,-0.1,0.1,en,1.0
Glenn Sharpe,Glenn Sharpe,PERSON,0.0,0.0,en,1.0
Fernando Mendozabeating,Fernando Mendozabeating,PERSON,0.0,0.0,en,1.0
Dawn Brantley,Dawn Brantley,PERSON,0.0,0.0,en,1.0
Jim Ho,Jim Ho,PERSON,0.0,0.5,en,1.0
AccuWeather RealFeel,AccuWeather RealFeel,PERSON,0.25,0.375,en,1.0
Kim Driscoll,Kim Driscoll,PERSON,0.0,0.0,en,1.0
Wilson III,Wilson III,PERSON,0.0,0.0,en,1.0
Parker Meggitt,Parker Meggitt,PERSON,0.0,0.5,en,1.0
SEAN MURPHY,SEAN MURPHY,PERSON,0.0,0.0,en,1.0
Jade Clack,Jade Clack,PERSON,0.55,0.45,en,1.0
Drew Barrymore,Drew Barrymore,PERSON,0.0,0.1,en,1.0
Anahita Laverack,Anahita Laverack,PERSON,0.2833333333333334,0.7166666666666668,en,1.0
Ken Paxton,Ken Paxton,PERSON,0.0,0.1,en,1.0
Hurricane Fiona,Hurricane Fiona,PERSON,0.0,0.0,en,1.0
Vivek Ramaswamy,Vivek Ramaswamy,PERSON,0.0,0.0,en,1.0
Nigel Spinning,Nigel Spinning,PERSON,0.015178571428571423,0.5026785714285714,en,1.0
Palisades Fire,Palisades Fire,PERSON,0.5,0.9,en,1.0
Cort Wagner,Cort Wagner,PERSON,0.0,0.0,en,1.0
Storm Goretti Batters Europe With Violent Winds,Storm Goretti Batters Europe With Violent Winds,PERSON,-0.8,1.0,en,1.0
Chia-Ying Lee,Chia-Ying Lee,PERSON,0.0,0.0625,en,1.0
Susan Guth,Susan Guth,PERSON,0.0,0.0,en,1.0
‌make landfall,‌make landfall,PERSON,-0.3,0.8,en,1.0
Tami Oldha,Tami Oldha,PERSON,0.0,0.0,en,1.0
Miami Universi,Miami Universi,PERSON,0.175,0.275,en,1.0
Lower Manhatt,Lower Manhatt,PERSON,0.0,0.0,en,1.0
Joe Ma,Joe Ma,PERSON,0.0,0.0,en,1.0
David McNew,David McNew,PERSON,-0.07777777777777777,0.4222222222222222,en,1.0
Shannon Dawson,Shannon Dawson,PERSON,0.0,0.0,en,1.0
Hal Mumme,Hal Mumme,PERSON,0.0,0.75,en,1.0
Nigel Spaghetti,Nigel Spaghetti,PERSON,0.0,0.0,en,1.0
Mandel NGAN,Mandel NGAN,PERSON,0.0,0.0,en,1.0
Jann Wenner,Jann Wenner,PERSON,0.0,0.1,en,1.0
Dazhi Xi,Dazhi Xi,PERSON,-0.16666666666666666,0.16666666666666666,en,1.0
Storm Katia,Storm Katia,PERSON,0.13636363636363635,0.45454545454545453,en,1.0
Sijia Lou,Sijia Lou,PERSON,-0.16666666666666666,0.16666666666666666,en,1.0
Janice Hahn,Janice Hahn,PERSON,-0.09166666666666667,0.21666666666666667,en,1.0
Jude Terror,Jude Terror,PERSON,-0.08125000000000002,0.575,en,1.0
weathercaster Lonnie Quinn,weathercaster Lonnie Quinn,PERSON,0.13636363636363635,0.45454545454545453,en,1.0
The Japan Meteorologica,The Japan Meteorologica,PERSON,0.0,0.0,en,1.0
Typhoon Jangmis,Typhoon Jangmis,PERSON,0.0,0.0,en,1.0
Mihail Kogălniceanu,Mihail Kogălniceanu,PERSON,-0.4,0.5,en,1.0
Mihail Kog,Mihail Kog,PERSON,-0.4,0.5,en,1.0
Daniela Lalita,Daniela Lalita,PERSON,0.48051948051948046,0.44756493506493505,en,1.0
Helena Gao,Helena Gao,PERSON,0.48051948051948046,0.44756493506493505,en,1.0
Kim Petras,Kim Petras,PERSON,0.48051948051948046,0.44756493506493505,en,1.0
Frances Changs,Frances Changs,PERSON,0.16818181818181818,0.3772727272727273,en,1.0
Peter Joneleit,Peter Joneleit,PERSON,0.0625,0.5,en,1.0
Anthony Leone,Anthony Leone,PERSON,0.0,0.0,en,1.0
Corinne Saunders,Corinne Saunders,PERSON,0.0,0.0,en,1.0
Paul Bernieri,Paul Bernieri,PERSON,-0.05,0.4,en,1.0
Long Island,Long Island,PERSON,-0.05,0.4,en,1.0
ByJustine Calma,ByJustine Calma,PERSON,0.0,0.0,en,1.0
Joe Raedle,Joe Raedle,PERSON,0.375,0.75,en,1.0
Lockheed Martin,Lockheed Martin,PERSON,0.0,0.0,en,1.0
Boris wa,Boris wa,PERSON,0.0,0.2,en,1.0
Bob Henson,Bob Henson,PERSON,0.29583333333333334,0.5444444444444445,en,1.0
Giorgio Viera,Giorgio Viera,PERSON,0.0,0.0,en,1.0
Charlie Neibergall,Charlie Neibergall,PERSON,0.0,0.0,en,1.0
Rod Brind’Amour,Rod Brind’Amour,PERSON,0.0,0.5,en,1.0
Xiaodong Ta,Xiaodong Ta,PERSON,-0.16666666666666666,0.16666666666666666,en,1.0
Delos Reyes,Delos Reyes,PERSON,0.0,0.44999999999999996,en,1.0
Donald Trump Jr,Donald Trump Jr,PERSON,0.25,0.25,en,1.0
Storm Hilary,Storm Hilary,PERSON,0.0,0.0,en,1.0
Jessica Burch,Jessica Burch,PERSON,0.5,0.5,en,1.0
Ben Rich,Ben Rich,PERSON,0.13125,0.85,en,1.0
“Ye Is Winning,“Ye Is Winning,PERSON,0.5,0.75,en,1.0
Edward Berthelot,Edward Berthelot,PERSON,0.0,0.0,en,1.0
Getty Images,Getty Images,PERSON,0.0,0.0,en,1.0
Emily Cassidy,Emily Cassidy,PERSON,0.0,0.0,en,1.0
Jatori Williams,Jatori Williams,PERSON,0.7,0.9,en,1.0
IOL Jatori Williams,IOL Jatori Williams,PERSON,0.5,0.5,en,1.0
Jamie S,Jamie S,PERSON,0.5,1.0,en,1.0
Analia DeHayes,Analia DeHayes,PERSON,-0.2,0.3,en,1.0
RICHARD LITTLEJOHN,RICHARD LITTLEJOHN,PERSON,0.0,0.0,en,1.0
Daniel Swain,Daniel Swain,PERSON,-0.3,0.8,en,1.0
Nicole Sganga,Nicole Sganga,PERSON,0.0,0.0,en,1.0
Rebekah - Industrial Mind,Rebekah - Industrial Mind,PERSON,0.0,0.0,en,1.0
Claire Francis,Claire Francis,PERSON,0.0,0.0,en,1.0
Clarke Gayford,Clarke Gayford,PERSON,0.0,0.0,en,1.0
Emmy Awards,Emmy Awards,PERSON,0.16666666666666669,0.4666666666666667,en,1.0
Black Snow,Black Snow,PERSON,0.16666666666666669,0.4666666666666667,en,1.0
Katelynn Delos Reyes,Katelynn Delos Reyes,PERSON,0.0,0.06666666666666667,en,1.0
El Salva,El Salva,PERSON,0.0,0.0,en,1.0
El Salvadors,El Salvadors,PERSON,0.0,0.0,en,1.0
Payton Tolle,Payton Tolle,PERSON,-0.1,0.4,en,1.0
El Nino eve,El Nino eve,PERSON,0.0,0.0,en,1.0
Storm Mekkhala,Storm Mekkhala,PERSON,0.0,0.0,en,1.0
Jimin Liu,Jimin Liu,PERSON,0.0,0.0,en,1.0
Jeremy Cheuk-Hin Leung,Jeremy Cheuk-Hin Leung,PERSON,0.0,0.0,en,1.0
Dingchi Zhao,Dingchi Zhao,PERSON,0.0,0.0,en,1.0
Daosheng Xu,Daosheng Xu,PERSON,0.0,0.0,en,1.0
Hong Huang,Hong Huang,PERSON,0.0,0.0,en,1.0
Zengliang Zang,Zengliang Zang,PERSON,0.0,0.0,en,1.0
Yi L,Yi L,PERSON,0.0,0.0,en,1.0
Bret Gains Strength,Bret Gains Strength,PERSON,-0.4,0.7,en,1.0
Douglas Graphics,Douglas Graphics,PERSON,0.0,0.0,en,1.0
Howard Chaykin,Howard Chaykin,PERSON,0.0,0.0,en,1.0
Edwin Montvila,Edwin Montvila,PERSON,0.0,0.0,en,1.0
Peter Lake,Peter Lake,PERSON,0.325,0.45,en,1.0
St Lucia,St Lucia,PERSON,-0.8,1.0,en,1.0
Xi Jinping,Xi Jinping,PERSON,-0.2,0.21250000000000002,en,1.0
Cyclone Biporjoy,Cyclone Biporjoy,PERSON,0.14,0.64,en,1.0
ESCS BIPARJOY ove,ESCS BIPARJOY ove,PERSON,0.0,0.5,en,1.0
Typhoon Bavi chu,Typhoon Bavi chu,PERSON,-0.033333333333333326,0.7000000000000001,en,1.0
Ding Wei,Ding Wei,PERSON,0.0,0.0,en,1.0
Il tifone Bavi,Il tifone Bavi,PERSON,0.0,0.0,en,1.0
Storm Bavi,Storm Bavi,PERSON,-0.3,0.6333333333333333,en,1.0
Il Giappone investito da,Il Giappone investito da,PERSON,0.0,0.0,en,1.0
Apple h,Apple h,PERSON,0.0,0.0,en,1.0
Minoru Kihara,Minoru Kihara,PERSON,0.15,0.5,en,1.0
Rain Pelts,Rain Pelts,PERSON,-0.3,0.4,en,1.0
Storm Greg,Storm Greg,PERSON,-0.1,0.4,en,1.0
Typhoon Lan Hits Western Japan,Typhoon Lan Hits Western Japan,PERSON,0.0,0.0,en,1.0
Bubba Wallace,Bubba Wallace,PERSON,-0.39999999999999997,0.5,en,1.0
Dale Jr,Dale Jr,PERSON,-0.39999999999999997,0.5,en,1.0
Matthew Thayer,Matthew Thayer,PERSON,0.0,0.0,en,1.0
Nicolas Garcia,Nicolas Garcia,PERSON,0.0,0.0,en,1.0
Paige Bueckers,Paige Bueckers,PERSON,0.0,0.0,en,1.0
Ditwah Sri Lanka,Ditwah Sri Lanka,PERSON,-0.07142857142857142,0.21428571428571427,en,1.0
millionsFOX Weathe,millionsFOX Weathe,PERSON,0.02583333333333334,0.4666666666666667,en,1.0
Bernard Orr,Bernard Orr,PERSON,-0.5,0.75,en,1.0
Daryl Hannah,Daryl Hannah,PERSON,0.14727272727272728,0.4866666666666667,en,1.0
David Muir,David Muir,PERSON,0.3,0.475,en,1.0
Ferry Capsizes,Ferry Capsizes,PERSON,0.0,0.0,en,1.0
Delaney Aumua,Delaney Aumua,PERSON,0.125,0.16666666666666666,en,1.0
DJ Gasso,DJ Gasso,PERSON,0.18333333333333335,0.27777777777777773,en,1.0
Phil Gifford,Phil Gifford,PERSON,0.2583333333333333,0.5916666666666666,en,1.0
North Amer,North Amer,PERSON,0.29545454545454547,0.40151515151515155,en,1.0
Barbara Shecter,Barbara Shecter,PERSON,0.0,0.0,en,1.0
Gabriel Friedman,Gabriel Friedman,PERSON,0.0,0.0,en,1.0
Josh Green,Josh Green,PERSON,-0.1,0.2125,en,1.0
Helen Yaffe,Helen Yaffe,PERSON,0.03333333333333333,0.14786324786324787,en,1.0
George Morley Fidler,George Morley Fidler,PERSON,0.25,0.25,en,1.0
Sqn Ldr,Sqn Ldr,PERSON,0.25,0.25,en,1.0
Mark Eaton17,Mark Eaton17,PERSON,-0.3333333333333333,0.3666666666666667,en,1.0
Roberta Brandes Gratz,Roberta Brandes Gratz,PERSON,0.5,0.5,en,1.0
Sheila Cherfilus-McCormick,Sheila Cherfilus-McCormick,PERSON,0.0,0.75,en,1.0
María Pérez,María Pérez,PERSON,0.0,0.0,en,1.0
Auburn defe,Auburn defe,PERSON,0.0,0.0,en,1.0
TC Maila,TC Maila,PERSON,0.4333333333333333,0.7333333333333333,en,1.0
Deborah Green,Deborah Green,PERSON,-0.2,0.3,en,1.0
Hand Walter,Hand Walter,PERSON,0.06818181818181818,0.6272727272727273,en,1.0
Cyclone Vaianu,Cyclone Vaianu,PERSON,-0.2,0.5,en,1.0
Wayne Padgett,Wayne Padgett,PERSON,-0.2318181818181818,0.7,en,1.0
Charles Explains,Charles Explains,PERSON,0.5,0.5,en,1.0
Donyell Malen,Donyell Malen,PERSON,0.0,0.0,en,1.0
Nathan King,Nathan King,PERSON,0.0,0.0,en,1.0
Martell Flores,Martell Flores,PERSON,0.21428571428571427,0.6428571428571429,en,1.0
Jack Abramoff,Jack Abramoff,PERSON,0.0,0.03333333333333333,en,1.0
Tom DeLaylook,Tom DeLaylook,PERSON,0.0,0.03333333333333333,en,1.0
Mariana IslandsYahoo,Mariana IslandsYahoo,PERSON,0.05123456790123456,0.465432098765432,en,1.0
Will Markwayne Mullin,Will Markwayne Mullin,PERSON,0.0,0.0,en,1.0
Jane Bryant Quinn,Jane Bryant Quinn,PERSON,0.0,0.0,en,1.0
Taylor County,Taylor County,PERSON,-0.2318181818181818,0.7,en,1.0
Keiphra Line,Keiphra Line,PERSON,0.0,0.0,en,1.0
Radfar et al,Radfar et al,PERSON,-0.12,0.56,en,1.0
LNG Outag,LNG Outag,PERSON,-0.011904761904761902,0.2285714285714286,en,1.0
Clint Basinger,Clint Basinger,PERSON,0.04999999999999999,0.6666666666666666,en,1.0
Andy Finkel,Andy Finkel,PERSON,0.0,0.0,en,1.0
Josh Oulton,Josh Oulton,PERSON,0.0,0.0,en,1.0
Adam McKay,Adam McKay,PERSON,-0.02121212121212122,0.5515151515151515,en,1.0
Lee Rapidly Intensifies,Lee Rapidly Intensifies,PERSON,0.0625,0.5,en,1.0
Reed Timmer,Reed Timmer,PERSON,-0.125,1.0,en,1.0
Luana da Lu,Luana da Lu,PERSON,0.0,0.0,en,1.0
Luana da Luz,Luana da Luz,PERSON,0.05,0.2,en,1.0
Guy Foden,Guy Foden,PERSON,0.0,0.0,en,1.0
Djimon Hounsou Fend Off Lethal Predators,Djimon Hounsou Fend Off Lethal Predators,PERSON,0.25,0.3333333333333333,en,1.0
Jeﬀ Gammons,Jeﬀ Gammons,PERSON,0.05357142857142857,0.41785714285714287,en,1.0
Clark Laidlaw,Clark Laidlaw,PERSON,0.0,0.0,en,1.0
Storm Haikui,Storm Haikui,PERSON,0.0,0.0,en,1.0
Ghost Bat,Ghost Bat,PERSON,0.0,0.0,en,1.0
Remembering Greg Biffle,Remembering Greg Biffle,PERSON,0.0,0.0,en,1.0
Altura Nightvision,Altura Nightvision,PERSON,0.0,0.0,en,1.0
Yamil Lage,Yamil Lage,PERSON,0.0,0.0,en,1.0
Theseus Files a Boat Insurance Claim,Theseus Files a Boat Insurance Claim,PERSON,0.0,0.0,en,1.0
Forster et al,Forster et al,PERSON,0.0,0.35000000000000003,en,1.0
